https://github.com/googleapis/google-cloud-go/blob/master/LICENSE,Apache License 2.0
https://github.com/dustin/go-humanize/blob/master/LICENSE,MIT
https://github.com/ghodss/yaml/blob/master/LICENSE,MIT
https://github.com/gogo/protobuf/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/hpcloud/tail/blob/master/LICENSE.txt,MIT
https://github.com/inconshreveable/mousetrap/blob/master/LICENSE,Apache License 2.0
https://github.com/pmezard/go-difflib/blob/master/LICENSE,BSD 2-Clause "New" or "Revised" License
https://github.com/russross/blackfriday/blob/master/LICENSE.txt,BSD 2-Clause "New" or "Revised" License
https://github.com/sergi/go-diff/blob/master/LICENSE,MIT
https://github.com/shurcooL/gofontwoff/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/uber-go/zap/blob/master/LICENSE.txt,BSD 2-Clause "New" or "Revised" License
https://github.com/golang/build/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/crypto/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/exp/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/net/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/perf/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/sync/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/sys/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/text/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/time/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/golang/tools/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/googleapis/google-api-go-client/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/go-check/check/blob/v1/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/go-inf/inf/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/go-tomb/tomb/blob/v1/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/go-yaml/yaml/blob/v2/LICENSE,Apache License 2.0
https://github.com/go4org/grpc/blob/master/LICENSE,BSD 3-Clause "New" or "Revised" License
https://github.com/dominikh/go-tools/blob/master/LICENSE,MIT
https://github.com/kubernetes-sigs/yaml/blob/master/LICENSE,MIT
https://github.com/sourcegraph/go-diff/blob/master/LICENSE,MIT
